Utterance,Emotion
"Look Ben, it's a toy that protects U.S. oil interests overseas!",Powerful
Go Joe!!!,Powerful
Helloo! Oh!,Sad
Pheebs! There you are!,Joyful
"No it's not, sorry.",Scared
"But Phoebe, wait! Wait! Phoebe. Phoebe!",Joyful
"It's okay, these things happen.",Sad
"I'm, I'm okay. See.",Sad
"No! No, no you can't quit! You're the best agent I ever had! Look Pheebs, rejection is part being an actor, you can't take it personally.",Peaceful
"Not personal, really, well they said that they never met an Italian actor with a worse Italian accent.",Sad
They actually said that?,Sad
"Yeah. Ooh God, there's that face again! See I can't do this job! I...",Sad
"Yeah okay, no if it helps you okay. Yeah.",Neutral
"You'll never get me, Joe!!!",Joyful
"No, thank you. Chandler!",Neutral
"Hello, Janice.",Joyful
What are you doing here?,Mad
"Oh, just a bit of shopping. How've you been?",Joyful
Are you being British?!,Sad
No. Not anymore.,Scared
Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?,Scared
"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party.",Scared
Barley? What kind of party serves barley?,Mad
"Well, I'm sorry if my friends aren't as sophisticated as yours.",Neutral
Where is this party?,Mad
Here in Chelsea.,Neutral
Who's party is it?,Neutral
A woman's,Neutral
What woman?!,Mad
Chelsea.,Peaceful
Can I be that guy?,Neutral
"Okay, so we got some more good rejections, lots of stuff to work on.",Neutral
"Okay, shoot.",Neutral
"Okay, um, oh, the zoo commercial.",Neutral
I didn't get it?,Sad
"No. They said you 'Weren't believable as a human being.' So, you can work on that.",Neutral
"Okay, what else?",Neutral
"Um, the off-Broadway play people said 'You were pretty but dumb.'",Neutral
Oh.,Sad
"Oh no wait, I'm sorry, that's 'pretty dumb.'",Neutral
"Look, it's okay, no, no, no, really, look um, I really appreciate this Pheebs, but I think I'm gonna have to go back to Estelle.",Sad
Oh.,Sad
"Yeah, well don't get me wrong, you're a better agent than she is, but at least with her I don't want to blow my pretty dumb brains out.",Neutral
"Yeah, no, I understand.",Sad
"You do, thanks.",Neutral
Yeah. Sorry.,Sad
Wait a minute.,Neutral
What?,Neutral
"Wait a minute, did you just make up all that stuff just to get out of being my agent.",Neutral
"Oh, you caught me. I am so busted.",Joyful
That's-ah what I suspected-ah.,Joyful
"....And then I just, you know, threw the bag of barley at her, and ran out of the store.",Sad
"My God! Chandler, we said be 'aloof' not 'a doof'.",Scared
"I've actually ruined this haven't I? It's time for the good ice cream now, right?",Sad
"Yeah, it is.",Neutral
"You know what, everything's gonna be okay.",Peaceful
"Hello. Hi, Janice! Can you hold on for a second? Okay. Okay, what do I do?",Scared
"Shhh...I don't know what to do, this is totally unprecedented.",Scared
If-if-if we ever did what you did a man would never call.,Scared
Yeah.,Neutral
Hello!,Joyful
"Yes, and grumpy.",Peaceful
"He's soo lucky, if Janice were a guy, she'd be sleeping with somebody else by now.",Peaceful
I love you too.,Joyful
"Aw, it's soo unfair.",Sad
G. I. Joe. G. I. Joe?!,Mad
"Hey, I don't know what to tell you guys that's the doll he chose.",Powerful
"What'd you do, dip it in sugar?",Mad
"Look, G. I. Joe's in, Barbi's out. And if you guys can't deal with it, that's your 'too bad.'",Mad
"What are you being such a weenie for? So he has a Barbi, big deal. You used to dress up like a woman.",Mad
What?,Scared
"Well, you used to dress up in Mom's clothes all the time.",Mad
What are you talking about?,Scared
"The big hat, the pearls, the little pick handbag.",Powerful
"Okay, you are totally making this up.",Mad
How can you not remember? You made us call you...Bea.,Powerful
Oh God.,Scared
I've literally never been this happy.,Joyful
Wasn't there a little song?,Powerful
"Oh please God, let there be a song.",Joyful
There was no song. There was no song!,Scared
'I am Bea.',Powerful
Okay.,Mad
'I drink tea.',Joyful
"Okay, that's, that's enough.",Scared
"'....Won't you, won't you, won't you.... '",Joyful
Won't you dance around with me.,Scared
A-ha!!!,Joyful
Hey!,Joyful
Hey!,Joyful
Hey-hey-hey. So what happened? A forest tick you off?,Joyful
No. Y'know how we're always saying we need a place for the mail.,Joyful
Yeah!,Joyful
"Well, I started building one. But then I decided to take it to the next step.",Powerful
You're building a post office?,Joyful
"No, an entertainment unit, with a mail cubby built right in. It's a one day job, max.",Peaceful
Okay. My word! Those are snug.,Mad
"Oh yeah. These are my old work pants, Sergio Valente's.",Joyful
Power saw kinda got away from me there.,Joyful
Hey Pheebs.,Neutral
Hey!,Joyful
Any sign of your brother?,Neutral
"No, but he's always late.",Neutral
I thought you only met him once?,Neutral
"Well relax, he'll be here.",Peaceful
"No, I know, I'm just nervous. Y'know it's just y'know Mom's dead, don't talk to my sister, Grandma's been sleeping a lot lately. It's like the last desperate chance to have a family, y'know, kinda thing. You're so sweet to wait with me.",Scared
"Well, actually Gunther sent me. You're not allowed to have cups out here, it's a thing.",Neutral
"Oh, I'm sorry. Did I get 'ya?",Neutral
"No, you didn't get me!! It's an electric drill, you get me, you kill me!!",Mad
"Calm down, do you want this unit or not?",Neutral
I do NOT want this unit!!,Mad
"Well, you should've told me that before, I'm not a mind reader. Hey, we're out of beer. I'm going to Monica's.",Neutral
Fine!,Mad
Hey! Where 'ya headin' in those pants? 1982?,Joyful
"Why, what's wrong with my bathroom floor?",Scared
"Nothing. It's just old and dingy, that's all.",Peaceful
I highly doubt that.,Sad
"Oh yeah. If you ah, move your hamper, you see what color the tile used to be. Yeah.",Neutral
I can't live like this! What are we gonna do? What are we gonna do?,Mad
Relax. Here hold this . This old stuff just comes right off.,Powerful
That's a little more than I wanted to see.,Sad
"Aw! Look at that, every inch of this stuff is glued down. It'd take forever to pry this up. You should ah, you should just leave it.",Scared
I can't leave it! You gouged a hole in my dingy floor.,Mad
Eh! There you go.,Joyful
"You know that's nice, y'know we could put it back there after the surgeons remove it from your colon!",Joyful
"Oh, ew!",Scared
What?,Powerful
"Yeah I know what I wanted to ask you. Um, can you roll your tongue? Because I can, and my Mom couldn't, and I thought y'know, I figured that was something I got from our Dad.",Joyful
"What, wait, you mean like this?",Joyful
"Yeah, yeah. You can do it to.",Neutral
Your not doing it.,Neutral
"Oh right, yeah okay, my Mom could, and I can't. We don't have that....",Neutral
When's your birthday?,Scared
Feburary 16th.,Neutral
I know a guy who's the 18th.,Neutral
"Wow, that's close. When's yours?",Scared
October 25th.,Neutral
"That's the same month as Halloween. So, um, what kinda things do you like to do at home?",Joyful
Melt stuff.,Neutral
"Okay, I've got three of my five.",Joyful
"Three of your five, what?",Neutral
Celebrities I'm allowed to sleep with.,Joyful
Oh my God! You are giving this a lot of thought.,Powerful
"Yeah, it's hard okay, I only have two spots left.",Powerful
"All right, so who do you got it narrowed down to?",Neutral
"Okay, Elizabeth Hurely....",Peaceful
"Oooh-hoo, very attractive, forgiving.",Joyful
Susan Sarandon.,Neutral
"Eh, y'know what, she's to political, she probably wouldn't let you do it, unless you donated four cans of food first.",Peaceful
And!! Isabella Rosselini.,Joyful
"Ooh-hoo. Very hot, very sexy. But ah, y'know she's too international, y'know she's never gonna be around.",Joyful
So?,Neutral
"So, you gotta play the odds, pick somebody who's gonna be in the country like all the time.",Neutral
"Yeah, 'cause that's why you won't get Isabella Rosselini, geography.",Powerful
"Okay so, by melting, you meant melting.",Neutral
Yeah.,Neutral
So is it like art?,Neutral
"Um, yeah sure. Why you wanna call your Mom?",Neutral
"No, I wanna melt it.",Neutral
"Oh, well um, not right now. Y'know I'm just gonna go to bed, I think the fumes are giving me a headache.",Sad
Yeah!,Joyful
"G'night, bro.",Joyful
G'night.,Joyful
"Here. Y'know, just in case.",Joyful
"Oh, excellent.",Joyful
What kind of karate is that?,Neutral
No kind. He just makes it up.,Neutral
So how's it going with you guys?,Peaceful
"So far, it kinda blows. I don't know, I just thought y'know that he'd feel more like a brother y'know, like you and Ross, just like close and connected and....",Sad
"Oh honey, we're close now but you-you wouldn't believe the years of-of nugies, and wedgies, and flying wedgies, and atomic wedgies, and.... That's where the waistband actually goes over your head.",Peaceful
Ah!!,Neutral
"Oh, we used to drive each other crazy playing the shadow game.",Joyful
"Oh, how do you play the shadow game?",Peaceful
"Oh, how do you play the shadow game?",Joyful
I just asked you.,Neutral
I just asked you.,Joyful
I don't have time for this.,Mad
"No, that is what the game is.",Peaceful
Which you just gave up really quickly.,Neutral
Have you seen Joey?,Neutral
What's the matter?,Peaceful
What's going on?,Powerful
He's retiling my floor.,Neutral
Yo!! Spackel boy! Get up!,Powerful
He started mine first!,Mad
"Build the unit Cinderelly, lay the tile Cinderelly.",Joyful
Whoa! Big octopus.,Joyful
"Yeah. 'Hello. Oh my God, I totally forgot! Well can't someone else do it. But, I have company. Yeah, no look, that's all right I'll come in.' Um, Frank, I'm really sorry but I have to go to work. It's-it's one of my regulars and he's insisting that I do 'um.",Neutral
"Hey, what kind of work do you do?",Neutral
Oh! I'm a masseuse. I give people massages and stuff.,Peaceful
You-you work at one of those massage parlors?,Neutral
"Well, y'know we don't call it that, but yeah!",Joyful
"Wow! That's wild! No, I had no idea.",Joyful
All righty. I'll be back in-in a little bit. Unless you wanna come with me?,Joyful
You mean like watch?,Joyful
"No, no, you can get one yourself. It'll be on the house! Y'know what are big sisters for?",Joyful
"Well, I don't think this, y'know.",Scared
"No, no, no, I wouldn't do you myself, I mean that would be weird. Yeah, no, I'll get one of the other girls to do it. Oh, this will be so much fun! Hey! Are you excited?",Peaceful
"Yeah! Hey, do Monica and Rachel work there?",Joyful
It's beautiful! It's like the first bathroom floor there ever was. Whoa! Are you going in there for?,Scared
"What, like a number?",Powerful
Hey!,Joyful
Hi! Bye!,Peaceful
"Okay, I'm done with my choices, these are final.",Joyful
"Well, it's about time.",Joyful
"Ooh, very official.",Joyful
"Oh, yeah, well y'know Chandler printed it up on his computer.",Scared
And who laminated it?,Peaceful
That would be me.,Joyful
"All right let me see. Uma Thurman, Winona Ryder, Elizabeth Hurely, Michelle Pfieffer, and Dorothy Hammel?",Peaceful
"Hey, it's my list.",Sad
"Okay honey, you do realize she only spins like that on ice.",Peaceful
"Okay, on three. One....Two....",Joyful
Why don't we just go on two.,Neutral
Why two?,Neutral
Because it's faster.,Powerful
"Yeah, I coulda counted to three like four times without all this 'two' talk.",Mad
Oh!,Powerful
"All right, but in the future...",Neutral
Okay!! Okay!!,Mad
Come on!,Mad
"Heavy thing, not getting lighter!",Mad
"Okay, one...two...",Powerful
So we are going on two?,Peaceful
All right!!,Mad
"Oh, good job Joe.",Neutral
"Wow, it's big!",Joyful
"Maybe, my ruler's wrong.",Mad
Maybe all the rulers are wrong.,Neutral
Y'know what?,Neutral
Umm?,Neutral
I bet 'ya ya I could fit in there.,Powerful
I've got five bucks says you can't.,Joyful
"Get out your checkbook, mister.",Powerful
"Oh, I think I have the cash.",Powerful
You are dogged man! I totally fit!,Powerful
"Yeah, you got me. I'm out five big ones! Here you go.",Mad
"Thank you. Cha-ching! Oh, well hello Mr. Lincoln. Better luck next time buddy. And the drinks are on me!",Joyful
Janice has a question. Who of the six of you has sleep with the six of you?,Neutral
"Wow, it's like a dirty math problem.",Neutral
I'm sorry the answer there would be...none of us.,Scared
"Come on over the years none of you ever y'know, got drunk and stupid.",Powerful
"Well, that's really a different question.",Neutral
"Well, there was that one time that Monica and Rachel got together.",Joyful
What?!!,Mad
"Excuse me, there was no time!",Mad
"Okay, but let's say there was. How might that go?",Powerful
"Okay, okay, well then answer me this. Has any of you ever.... almost?",Neutral
Does anybody need more coffee?,Scared
"Yeah, I'll take some.",Scared
"Hey, there's a dog out there!",Joyful
"Soo, ah, Eric, what kind of photography do ya do?",Neutral
"Oh, mostly fashion, so there may be models here from time to time, I hope that's cool.",Neutral
"Yes, that is cool. Because I have models here y'know......never.",Joyful
"Well, listen I ah, still have one more person to ah meet, but unless it turns out to be your sister, I think you're chances are pretty good. All right.",Joyful
"Bedroom. Bathroom. Living room. This right here is the kitchen, and thanks for coming by, Bye-bye.",Peaceful
"Don't you ah, don't you wanna ask me any questions?",Neutral
Sure. Ummm. What's up?,Scared
"Well, ah, I'm an actor. I'm fairly neat. I ah, I got my own TV. Oh, and don't worry I'm totally okay with the gay thing.",Peaceful
What gay thing?,Scared
"No real-, honey, really it's fine, just g-go with Susan. Really, I, no, I think girls night out is a great idea. Okay, okay, bye",Scared
So what are they doing?,Joyful
"I don't know, something girlie.",Peaceful
"Hey, you're early.",Joyful
What are you doing with the lamp?,Scared
I'm just taking it to be re-wired.,Neutral
"No, no, Mr. Heckles no one is making any noise up here.",Scared
You're disturbing my oboe practice.,Mad
